Hi.	嗨。
Do you wish to complain?	你想抱怨嗎？
Don't come into my room.	不要進入我的房間。
Don't forget the ticket.	不要忘了票。
Don't forget your money.	不要忘记您的钱。
Don't forget your money.	不要忘记你的钱。
Don't go out after dark.	天黑以後不要出門。
Don't make stupid jokes.	开什么国际玩笑。
Don't put it on my desk.	不要把它放在我的桌子上。
Don't quit your day job.	别辞掉你的正职。
Don't you miss anything?	难不成你漏了什么了？
Don't you miss anything?	难道你不想念什么吗？
Eat a lot of vegetables.	多吃点蔬菜。
English is third period.	英語是第三節。
Every man has his price.	每个人都有个价。
Everybody wanted to eat.	每个人都想吃。
Follow me into the room.	跟我进房间。
Forewarned is forearmed.	凡事豫則立。
Forewarned is forearmed.	凡事要預先準備好。
Fresh food is wonderful.	新鮮的食物最棒了。
From now on, try harder.	從現在起，更加努力。
Get me a ticket, please.	請給我一張票。
Give Tom back his money.	把汤姆的钱还给他。
Give me a dozen oranges.	給我一打橘子。
Give me something to do.	给我点事做。
Give us a ride downtown.	載我們到市區。
Go outside and play now.	現在出去玩吧。
Goodbyes are always sad.	离别总是让人悲伤。
Grab a hold of the rope.	抓住繩子。
Have you called her yet?	你打電話給她了嗎?
Have you heard from him?	你收到他的音訊了嗎?
Have you met her before?	你以前見過她嗎？
He asked for some money.	他要了一些錢。
He asked me to help him.	他要求我幫助他。
He ate all of the apple.	他吃了所有的蘋果。
He began to feel afraid.	他开始害怕了。
He bought her a sweater.	他買了一件毛衣給她。
He bought himself a dog.	他給自己買了一隻狗。
He came back from China.	他从中国回来了。
He can read well enough.	他能讀得很好。
He catches colds easily.	他很容易感冒。
He couldn't get the job.	他無法得到這份工作。
He decided to marry her.	他決定娶她。
He did not get up early.	他没有早起。
He died three years ago.	他三年前死了。
He does not like tennis.	他不喜欢网球。
He doesn't eat raw fish.	他不吃生鱼。
He doesn't look his age.	他的长相与年龄不符。
He doesn't need to work.	他不需要工作。
He drinks too much beer.	他喝太多啤酒。
He finally got his wish.	他終於如願以償了。
He found me a good seat.	他幫我找到了一個好位子。
He got tired of reading.	他厌倦了读书。
He has a test next week.	他下禮拜要考試。
He has been to Hokkaido.	他曾去過北海道。
He has gone to Hokkaido.	他去北海道了。
He has no eye for women.	他對女人沒有眼光。
He has written a letter.	他写了一封信。
He has written a letter.	他寫了一封信。
He invited me to dinner.	他邀請我吃晚飯。
He is a baseball player.	他是个棒球手。
He is a famous composer.	他是一位著名的作曲家。
He is a friendly person.	他是一個友善的人。
He is eager to go there.	他渴望去那里。
He is fluent in Chinese.	他能說流利的中文。
He is fond of adventure.	他喜欢冒险。
He is hard to deal with.	他很難對付。
He is not a good driver.	他不擅长开车。
He is not from Hokkaido.	他不是來自北海道。
He is poor at chemistry.	他的化学很差。
He keeps his room clean.	他保持他的房間乾淨。
He leaned on his elbows.	他把身子靠在胳膊上。
He left ten minutes ago.	他十分鐘前離開了。
He likes anything sweet.	他喜歡一切甜的東西。
He likes playing soccer.	他喜歡踢足球。
He looked like a doctor.	他看起來像個醫生。
He made her a bookshelf.	他做了一個書架給她。
He made his son a chair.	他做了一把椅子給他兒子。
He married a stewardess.	他娶了一位空姐。
He neglected his duties.	他怠忽職守了。
He never drinks alcohol.	他從不喝酒。
He no longer lives here.	他不再住在這裡了。
He objected to our plan.	他反對我們的計劃。
He only had 100 dollars.	他只有100美元。
He ordered a cup of tea.	他點了一杯茶。
He sometimes watches TV.	他有時看電視。
He stuck to his promise.	他信守了承诺.
He thinks he's so great.	他以為自己很了不起。
He took off his glasses.	他摘下了眼鏡。
He traveled on business.	他旅行洽商。
He turned down my offer.	他拒絕了我的提議。
He used to get up early.	他以前很早起床。
He wants a book to read.	他想找本書來讀。
He was born in Nagasaki.	他出生於長崎。
He was supposed to come.	他應該來的。
He witnessed the murder.	他目睹了謀殺案。
He wrote to his parents.	他寫信給他的父母。
He'll be back home soon.	他很快就會回家。
He's afraid of that dog.	他怕那只狗。
He's crazy about soccer.	他酷爱足球。
He's highly intelligent.	他聪明得很。
He's just gone on leave.	他剛請假走了。
He's my younger brother.	他是我弟弟。
His parents ran a hotel.	他的父母经营一家酒店。
How about another round?	再來一輪怎麼樣？
How about taking a rest?	休息一下怎麼樣?
How are you doing today?	你今天怎么样？
How did you get in here?	你是怎么进来的？
How do you go to school?	你是怎麼去上學的？
How far is it from here?	离这儿有多远？
How much do you love me?	你有多爱我？
How much does this cost?	多少錢？
How soon do you need it?	你多久后需要它？
How's the weather there?	那儿是什么天气？
How's the weather there?	那里的气候怎么样?
Hurry up! We'll be late.	快點！我們要遲到了。
I always walk to school.	我總是走路到學校。
I am disgusted with him.	我厌恶他。
I am proud of my father.	我为我父亲而自豪。
I am reading a book now.	我現在正在讀一本書。
I am the fastest runner.	我是跑得最快的人。
I am the fastest runner.	我是最快的跑者。
I appreciate good music.	我欣賞好音樂。
I arrived two weeks ago.	我在兩週前到了。
I asked him for a favor.	我請他幫忙。
I asked him point-blank.	我直接地問了他。
I baked some apple pies.	我烤了蘋果派。
I believe you're honest.	我相信你是诚实的。
I bought this yesterday.	昨天我買了這個。
I can't believe my eyes.	我无法相信自己的眼睛。
I can't find my glasses.	我找不到我的眼鏡。
I can't find my glasses.	我的眼鏡不見了。
I can't give up smoking.	我無法戒煙。
I can't live without TV.	没有电视，我无法生活。
I can't put up with him.	我受不了他。
I can't stand the noise.	我不能忍受這個噪音。
I can't stand this heat.	我受不了這麼熱。
I can’t do any better.	我做得好到不能再好了。
I could hardly hear him.	我幾乎聽不到他的聲音。
I couldn't get to sleep.	我無法入睡。
I do not play the piano.	我不彈鋼琴。
I don't believe in that.	我們不相信那個。
I don't have a computer.	我沒有電腦。
I don't have any change.	我没任何零钱。
I don't like rock music.	我不喜欢摇滚乐。
I don't see much of him.	我不常見到他。
I don't want Tom to die.	我不想让汤姆死。
I don't want it anymore.	我再也不想要了。
I don't want to grow up.	我不想长大。
I enjoy taking pictures.	我喜欢拍照。
I expect a lot from him.	我對他期望很高。
I fell in love with her.	我爱上了她。
I gave Tom one of those.	我给了汤姆其中之一。
I got a letter from her.	我收到她的來信。
I got up early as usual.	我和往常一样起得很早。
I had a dream about him.	我夢到了他。
I had her sweep my room.	我讓她打掃了我的房間。
I have a bath every day.	我每天洗一次澡。
I have just eaten lunch.	我剛吃過午飯。
I have no books to read.	我没书可读。
I have to iron my shirt.	我必須熨我的襯衫。
I have to sell my house.	我得卖我的房子。
I have to take medicine.	我必须吃药。
I haven't finished this.	我做不了這個。
I heard a strange sound.	我聽見一聲怪響。
I heard it on the radio.	我從收音機聽到它。
I heard it on the radio.	我從廣播中聽到它。
I heard someone come in.	我聽到有人進來了。
I hope we stay in touch.	我希望我们能保持联系。
I just can't believe it.	我真是不能相信。
I just want to be happy.	我只想高兴。
I just want you to come.	我只是想要你来。
I kind of lost my focus.	我有点不能集中注意力。
I know a little Spanish.	我知道點西班牙語。
I know all my neighbors.	我认识我所有的邻居。
I know that he was busy.	我知道他忙。
I know what his name is.	我知道他叫什么名字。
I know why you're happy.	我知道你为什么高兴。
I like my job very much.	我非常喜欢我的工作。
I like playing baseball.	我喜歡打棒球。
I like shopping on Ebay.	我喜欢在eBay上购物。
I like singing with Tom.	我喜欢跟汤姆唱歌。
I like tennis very much.	我非常喜歡網球。
I like the way you walk.	我喜欢你走路的方式。
I like walking at night.	我喜歡在夜晚走路。
I love elderberry juice.	我愛接骨木果汁。
I met him on the street.	我在街上遇到他。
I met with an old woman.	我遇见了一位老妇人。
I missed the last train.	我錯過了最後一班火車。
I need some good advice.	我需要一些好的忠告。
I need to know tomorrow.	我明天需要知道。
I need to take a shower.	我需要洗个澡。
I need your cooperation.	我需要你们的合作。
I only know him by name.	我只知道他的名字。
I only wanted to forget.	我只想忘记。
I owe everything to Tom.	我什么都欠汤姆的。
I owe him 1,000 dollars.	我欠他1000美元。
I owe my success to him.	我把我的成功歸功於他。
I paid him five dollars.	我付了他五塊美元。
I painted the gate blue.	我把大門漆成了藍色的。
I plan to buy him a pen.	我打算給他買一支鋼筆。
I play volleyball a lot.	我常打排球。
I really agree with you.	我非常同意你。
I really don't know Tom.	我真不了解汤姆。
I really like what I do.	我真喜欢我做的事。
I saw him looking at me.	我看見他在看我。
I saw him sawing a tree.	我看见他正在锯一棵树。
I saw tears in her eyes.	我在她的眼睛裡看到淚水。
I still have a question.	我還有个問題。
I suppose you're hungry.	我猜想您饿了。
I suppose you're hungry.	我猜想你饿了。
I take a bath every day.	我每天洗一次澡。
I think I'm going crazy.	我认为我快疯了。
I think Tom is athletic.	我认为汤姆好运动。
I think Tom is talented.	我認為湯姆有才能。
I think that's not true.	我認為那不是真的。
